,Name,Pos,League,Age,90s,TklAtt,TklWon,Tkl_Percentage%,TklWon/90,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Succ,Press,Pres%,Succ/90,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,Blocks/90,ShotBlocked,ShSv,Pass,Int,Int/90,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,PassCmp/90,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersAtt,HeadersWon/90,HeadersWon%
891,Junior Firpo,DF,Premier League,24.0,19.0,73,38,52.1,2.0,41,27,5,33,68,48.5,35,103,356,28.9,5.4,184,130,42,37,1.9,8,1,29,33,1.7,106,47,0,0,12,1,8.3,0.63,0.05,0.0,0.0,13.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9,43,2.26,34,4,1,1,1,2,4,0.21,2,1,0,0,0,1,775,931,83.2,40.8,13329,4868,357,402,88.8,352,405,86.9,57,101,56.4,2,2.6,-0.6,24,60,18,7,74,143,33,21,54,1.7,61.1
896,Phil Foden,FW,Premier League,21.0,23.6,19,15,78.9,0.6,8,5,6,7,10,70.0,3,135,410,32.9,5.7,44,132,234,12,0.5,2,0,10,17,0.7,36,1,0,9,58,22,37.9,2.45,0.93,0.16,0.41,14.1,0,0,0,9.1,9.1,0.16,-0.1,-0.1,83,3.51,57,13,3,6,3,1,13,0.55,8,3,0,2,0,0,884,1096,80.7,37.5,14428,3061,502,553,90.8,285,339,84.1,80,153,52.3,5,6.6,-1.6,40,50,40,10,76,115,8,33,41,0.3,19.5
898,Seko Fofana,MF,Ligue 1,26.0,37.3,35,22,62.9,0.6,14,16,5,11,50,22.0,39,135,499,27.1,3.6,149,235,115,32,0.9,4,0,28,52,1.4,87,15,1,8,98,32,32.7,2.63,0.86,0.08,0.25,20.3,0,0,0,7.6,7.6,0.08,0.4,0.4,112,3.0,89,0,9,5,9,0,9,0.24,8,0,0,0,1,0,1596,1819,87.7,42.8,26903,4649,811,886,91.5,617,682,90.5,139,187,74.3,1,3.7,-2.7,40,82,48,7,114,250,17,20,37,0.5,45.9
900,Youssouf Fofana,MF,Ligue 1,22.0,24.3,72,51,70.8,2.1,21,42,9,28,55,50.9,27,160,491,32.6,6.6,113,309,69,36,1.5,7,0,29,44,1.8,116,22,1,0,31,7,22.6,1.27,0.29,0.0,0.0,24.5,2,0,0,1.3,1.3,0.04,-1.3,-1.3,44,1.81,38,0,1,1,2,2,9,0.37,8,0,1,0,0,0,920,1198,76.8,37.9,17147,4711,395,470,84.0,392,478,82.0,115,205,56.1,4,2.6,1.4,21,123,26,2,134,226,16,13,29,0.7,55.2
901,Thomas Foket,DFMF,Ligue 1,26.0,24.8,31,17,54.8,0.7,15,13,3,19,46,41.3,27,95,318,29.9,3.8,121,131,66,37,1.5,4,0,33,45,1.8,76,35,0,1,8,3,37.5,0.32,0.12,0.13,0.33,13.3,0,0,0,0.5,0.5,0.07,0.5,0.5,32,1.29,28,1,0,0,2,1,1,0.04,0,0,0,0,1,0,861,1096,78.6,34.7,15755,5979,380,418,90.9,372,454,81.9,94,175,53.7,0,2.2,-2.2,22,43,24,14,74,166,15,27,42,0.6,35.7
904,José Fonte,DF,Ligue 1,37.0,38.0,28,15,53.6,0.4,21,5,2,9,25,36.0,16,70,215,32.6,1.8,118,75,22,53,1.4,37,1,16,71,1.9,99,162,1,0,23,6,26.1,0.61,0.16,0.0,0.0,9.8,0,0,0,1.6,1.6,0.07,-1.6,-1.6,24,0.63,22,0,0,2,0,0,4,0.11,3,0,0,1,0,0,1815,2090,86.8,47.8,41551,11965,454,523,86.8,931,1002,92.9,412,527,78.2,2,0.8,1.2,8,109,7,2,101,399,112,33,145,2.9,77.2
906,Pablo Fornals,FWMF,Premier League,25.0,31.1,51,34,66.7,1.1,22,18,11,26,87,29.9,61,179,664,27.0,5.8,190,299,175,52,1.7,3,0,49,47,1.5,98,16,0,6,43,11,25.6,1.38,0.35,0.14,0.55,18.4,0,0,0,5.0,5.0,0.12,1.0,1.0,87,2.8,67,8,4,5,2,1,9,0.29,7,1,0,1,0,0,1036,1381,75.0,33.3,18935,6099,478,548,87.2,397,503,78.9,133,247,53.8,3,5.6,-2.6,47,108,53,11,162,235,29,38,67,0.9,43.3
907,Emil Forsberg,MFFW,Bundesliga,29.0,19.0,20,15,75.0,0.8,2,11,7,5,15,33.3,10,84,299,28.1,4.4,35,152,112,23,1.2,0,0,23,6,0.3,26,5,1,6,38,11,28.9,2.0,0.58,0.05,0.18,18.2,2,4,4,7.6,4.6,0.12,-1.6,-2.6,54,2.85,36,8,6,2,1,1,6,0.32,3,1,1,0,1,0,637,773,82.4,33.5,10150,2602,357,406,87.9,215,241,89.2,54,97,55.7,2,3.6,-1.6,24,56,32,2,87,102,10,22,32,0.5,31.3
917,Dimitri Foulquier,DF,La Liga,28.0,26.0,48,26,54.2,1.0,22,22,4,13,23,56.5,10,103,401,25.7,4.0,166,182,53,51,2.0,6,0,45,53,2.0,101,56,0,0,16,5,31.3,0.61,0.19,0.0,0.0,21.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,23,0.88,15,2,1,1,4,0,4,0.15,1,1,0,0,2,0,705,1007,70.0,27.1,13590,6113,285,338,84.3,307,408,75.2,99,210,47.1,1,0.7,0.3,10,68,12,5,73,222,25,29,54,1.0,46.3
919,Juan Foyth,DF,La Liga,23.0,21.4,72,46,63.9,2.1,39,23,10,32,51,62.7,19,108,331,32.6,5.0,174,113,44,45,2.1,8,1,37,34,1.6,106,56,1,1,6,2,33.3,0.28,0.09,0.17,0.5,11.3,0,0,0,0.5,0.5,0.09,0.5,0.5,27,1.26,26,0,1,0,0,0,1,0.05,1,0,0,0,0,0,1000,1180,84.7,46.7,18468,7273,407,451,90.2,487,559,87.1,97,140,69.3,1,1.8,-0.8,11,73,12,1,81,168,48,22,70,2.2,68.6
922,Przemysław Frankowski,DF,Ligue 1,26.0,27.2,68,38,55.9,1.4,32,29,7,28,70,40.0,42,106,465,22.8,3.9,159,214,92,38,1.4,1,0,37,51,1.9,119,43,0,6,33,13,39.4,1.21,0.48,0.18,0.46,17.9,0,0,0,2.9,2.9,0.09,3.1,3.1,57,2.1,48,4,2,1,2,0,8,0.29,6,0,1,0,1,0,1179,1442,81.8,43.3,19988,6135,582,661,88.0,480,566,84.8,98,155,63.2,5,4.0,1.0,39,46,35,12,102,181,12,14,26,0.4,46.2
926,Davide Frattesi,MF,Serie A,21.0,31.7,51,27,52.9,0.9,21,26,4,16,45,35.6,29,143,516,27.7,4.5,150,271,95,55,1.7,11,0,44,45,1.4,96,50,2,4,66,19,28.8,2.08,0.6,0.06,0.21,16.5,0,0,0,6.6,6.6,0.1,-2.6,-2.6,76,2.4,61,1,5,3,5,1,9,0.28,5,0,1,1,2,0,1059,1265,83.7,33.4,18401,4309,527,597,88.3,406,471,86.2,107,141,75.9,3,3.5,-0.5,26,85,24,4,110,196,28,38,66,0.9,42.4
927,Fred,MF,Premier League,28.0,22.5,66,38,57.6,1.7,29,28,9,19,71,26.8,52,141,554,25.5,6.3,193,298,63,47,2.1,14,0,33,49,2.2,115,30,0,4,15,9,60.0,0.67,0.4,0.27,0.44,20.2,0,0,0,1.5,1.5,0.1,2.5,2.5,57,2.53,47,0,1,1,4,4,8,0.36,6,0,0,0,1,1,1123,1320,85.1,49.9,21081,5259,478,542,88.2,478,537,89.0,147,185,79.5,4,2.0,2.0,26,117,13,1,108,253,16,14,30,0.7,53.3
930,Remo Freuler,MF,Serie A,29.0,26.3,64,43,67.2,1.6,22,31,11,26,70,37.1,44,155,485,32.0,5.9,125,245,115,48,1.8,8,1,40,48,1.8,112,28,1,1,20,6,30.0,0.76,0.23,0.05,0.17,20.0,0,0,0,1.5,1.5,0.08,-0.5,-0.5,60,2.28,50,5,2,2,0,1,5,0.19,4,1,0,0,0,0,1450,1689,85.8,55.1,25858,7151,611,679,90.0,660,742,88.9,141,201,70.1,3,1.8,1.2,24,155,44,6,176,284,27,23,50,1.0,54.0
933,Jeremie Frimpong,DF,Bundesliga,20.0,22.8,34,21,61.8,0.9,24,10,0,11,18,61.1,7,80,296,27.0,3.5,140,108,48,50,2.2,7,0,43,39,1.7,73,36,0,1,11,4,36.4,0.48,0.18,0.09,0.25,18.9,0,0,0,0.6,0.6,0.05,0.4,0.4,49,2.15,40,0,6,1,2,0,10,0.44,9,0,0,0,1,0,986,1209,81.6,43.2,16037,4909,499,553,90.2,402,473,85.0,69,129,53.5,6,4.1,1.9,27,37,25,10,62,167,23,27,50,1.0,46.0
935,Jorge de Frutos,MFFW,La Liga,24.0,19.6,37,24,64.9,1.2,13,10,14,8,39,20.5,31,90,373,24.1,4.6,105,156,112,17,0.9,1,0,16,21,1.1,58,13,0,4,46,20,43.5,2.35,1.02,0.09,0.2,15.3,0,0,0,5.8,5.8,0.13,-1.8,-1.8,51,2.61,31,3,10,4,2,1,11,0.56,7,0,2,1,0,1,345,509,67.8,17.6,6028,2272,182,215,84.7,109,159,68.6,43,87,49.4,7,3.3,3.7,23,25,27,11,52,137,8,28,36,0.4,22.2
937,Chris Führich,MFFW,Bundesliga,23.0,19.0,33,23,69.7,1.2,11,14,8,17,46,37.0,29,106,368,28.8,5.6,78,169,121,31,1.6,2,0,29,20,1.1,53,8,0,3,30,12,40.0,1.58,0.63,0.1,0.25,19.2,0,0,0,3.5,3.5,0.12,-0.5,-0.5,61,3.2,38,13,6,2,2,0,4,0.21,1,2,0,1,0,0,554,698,79.4,29.2,9171,2907,285,328,86.9,197,237,83.1,51,95,53.7,2,3.6,-1.6,34,46,33,8,58,127,10,18,28,0.5,35.7
938,Angelo Fulgini,MFFW,Ligue 1,24.0,32.5,30,21,70.0,0.6,10,13,7,9,36,25.0,27,113,487,23.2,3.5,111,228,148,36,1.1,5,0,31,36,1.1,66,4,0,5,58,17,29.3,1.78,0.52,0.09,0.29,16.2,3,0,0,5.8,5.8,0.1,-0.8,-0.8,76,2.34,55,10,0,4,5,2,8,0.25,4,1,0,2,0,1,1145,1401,81.7,35.2,18533,4509,539,613,87.9,434,503,86.3,97,173,56.1,4,2.9,1.1,42,93,28,7,117,179,34,45,79,1.0,43.0
948,Javi Galán,DF,La Liga,26.0,36.6,127,77,60.6,2.1,71,45,11,41,91,45.1,50,216,644,33.5,5.9,299,250,95,68,1.9,7,0,61,71,1.9,198,53,0,0,19,5,26.3,0.52,0.14,0.0,0.0,27.3,1,0,0,0.4,0.4,0.02,-0.4,-0.4,51,1.39,40,3,3,0,3,2,4,0.11,4,0,0,0,0,0,1718,2191,78.4,46.9,30838,9750,793,889,89.2,719,872,82.5,177,340,52.1,3,2.3,0.7,23,62,39,22,125,273,30,48,78,0.8,38.5
953,Conor Gallagher,MF,Premier League,21.0,31.6,69,44,63.8,1.4,33,20,16,14,61,23.0,47,222,783,28.4,7.0,208,362,213,56,1.8,10,0,46,43,1.4,112,27,0,8,52,22,42.3,1.64,0.7,0.15,0.36,16.5,4,0,0,5.8,5.8,0.11,2.2,2.2,89,2.82,44,23,3,7,10,2,13,0.41,8,1,2,0,1,1,890,1167,76.3,28.2,16238,4060,407,468,87.0,339,418,81.1,118,223,52.9,3,3.5,-0.5,35,77,22,9,62,277,35,40,75,1.1,46.7
955,Cristian Gamboa,DF,Bundesliga,31.0,19.1,63,45,71.4,2.4,41,20,2,27,63,42.9,36,105,327,32.1,5.5,193,110,24,33,1.7,8,0,25,60,3.1,123,42,0,1,5,1,20.0,0.26,0.05,0.2,1.0,30.4,0,0,0,0.1,0.1,0.02,0.9,0.9,29,1.52,19,5,2,0,2,1,4,0.21,3,1,0,0,0,0,692,959,72.2,36.2,15584,7332,201,228,88.2,321,409,78.5,163,302,54.0,0,1.1,-1.1,12,75,17,10,77,162,26,17,43,1.4,60.5
956,Kévin Gameiro,FW,Ligue 1,34.0,26.5,16,13,81.2,0.5,6,8,2,3,12,25.0,9,125,473,26.4,4.7,41,209,223,16,0.6,2,0,14,14,0.5,30,1,0,11,65,25,38.5,2.45,0.94,0.15,0.4,13.5,0,1,3,14.0,11.7,0.19,-3.0,-1.7,59,2.23,50,0,1,3,4,1,8,0.3,6,0,0,1,1,0,639,800,79.9,24.1,8734,1258,413,481,85.9,177,215,82.3,21,43,48.8,3,2.3,0.7,26,17,25,3,45,118,12,63,75,0.5,16.0
960,Álvaro García,FW,La Liga,28.0,33.3,52,36,69.2,1.1,17,23,12,8,36,22.2,28,135,445,30.3,4.1,117,158,170,55,1.7,3,0,52,61,1.8,113,21,0,7,67,24,35.8,2.01,0.72,0.1,0.29,16.4,0,0,0,6.3,6.3,0.1,0.7,0.7,86,2.58,67,5,3,5,4,2,7,0.21,4,1,0,1,0,1,645,1035,62.3,19.4,11321,3908,311,421,73.9,253,371,68.2,66,183,36.1,4,5.1,-1.1,49,33,49,26,77,220,8,28,36,0.2,22.2
961,Dani García,MF,La Liga,31.0,24.2,38,26,68.4,1.1,16,18,4,11,42,26.2,31,98,326,30.1,4.0,95,178,53,33,1.4,10,0,23,21,0.9,59,47,2,0,12,2,16.7,0.5,0.08,0.0,0.0,19.0,0,0,0,0.8,0.8,0.07,-0.8,-0.8,28,1.16,26,0,0,0,0,2,1,0.04,1,0,0,0,0,0,803,1041,77.1,33.2,16058,4231,284,341,83.3,375,456,82.2,128,209,61.2,0,0.5,-0.5,8,87,9,0,87,275,42,39,81,1.7,51.9
962,David García,DF,La Liga,27.0,34.5,35,23,65.7,0.7,20,13,2,9,22,40.9,13,95,270,35.2,2.8,138,121,11,46,1.3,25,1,21,73,2.1,108,204,1,4,31,4,12.9,0.9,0.12,0.13,1.0,11.5,0,0,0,1.3,1.3,0.04,2.7,2.7,19,0.55,15,2,0,2,0,0,0,0.0,0,0,0,0,0,0,1177,1422,82.8,34.1,27263,9584,278,325,85.5,635,718,88.4,257,366,70.2,0,0.3,-0.3,8,101,2,0,100,382,159,49,208,4.6,76.4
963,Eric García,DF,La Liga,20.0,22.7,29,16,55.2,0.7,13,15,1,10,27,37.0,17,84,216,38.9,3.7,95,107,14,36,1.6,14,0,22,52,2.3,81,46,1,0,6,4,66.7,0.26,0.18,0.0,0.0,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,23,1.02,22,0,0,1,0,0,1,0.04,1,0,0,0,0,0,1550,1666,93.0,68.3,33391,10391,446,470,94.9,829,870,95.3,272,312,87.2,0,0.2,-0.2,5,158,2,0,122,159,32,25,57,1.4,56.1
964,Francisco Garcia,DF,La Liga,21.0,33.6,57,33,57.9,1.0,39,16,2,35,77,45.5,42,139,495,28.1,4.1,263,188,44,76,2.3,8,0,68,71,2.1,128,66,0,1,25,8,32.0,0.74,0.24,0.04,0.13,23.5,0,0,0,0.8,0.8,0.03,0.2,0.2,52,1.55,40,8,1,2,0,1,1,0.03,1,0,0,0,0,0,1333,1694,78.7,39.7,24297,8799,572,627,91.2,606,732,82.8,139,273,50.9,0,1.2,-1.2,28,95,36,22,111,280,30,44,74,0.9,40.5
967,Raúl García,FW,La Liga,35.0,20.0,24,18,75.0,0.9,7,12,5,8,30,26.7,22,116,454,25.6,5.8,42,214,198,33,1.6,5,0,28,17,0.8,41,21,0,6,44,12,27.3,2.2,0.6,0.14,0.5,16.2,0,0,1,6.0,5.2,0.12,0.0,0.8,42,2.1,30,0,2,5,4,1,5,0.25,5,0,0,0,0,0,373,594,62.8,18.6,6432,2190,181,252,71.8,138,218,63.3,37,84,44.0,2,2.7,-0.7,16,50,20,3,64,105,78,85,163,3.9,47.9
968,Rubén García,FWMF,La Liga,28.0,26.4,44,24,54.5,0.9,12,22,10,14,47,29.8,33,116,417,27.8,4.4,113,185,119,51,1.9,5,0,46,22,0.8,66,20,1,1,30,9,30.0,1.14,0.34,0.03,0.11,23.1,4,0,2,3.1,1.6,0.05,-2.1,-0.6,89,3.37,47,28,2,7,1,4,10,0.38,6,2,0,1,0,1,891,1247,71.5,33.8,16474,5375,437,518,84.4,300,394,76.1,132,265,49.8,6,3.4,2.6,54,56,50,19,99,175,35,53,88,1.3,39.8
974,Johan Gastien,MF,Ligue 1,33.0,30.5,59,44,74.6,1.4,24,32,3,24,86,27.9,62,196,604,32.5,6.4,175,353,76,57,1.9,12,0,45,75,2.5,134,49,1,0,24,7,29.2,0.79,0.23,0.0,0.0,23.4,1,0,0,0.9,0.9,0.04,-0.9,-0.9,64,2.1,47,10,0,3,2,2,9,0.29,7,1,0,0,1,0,2150,2603,82.6,70.5,49163,15883,659,748,88.1,938,1049,89.4,523,739,70.8,1,2.1,-1.1,26,203,22,5,213,323,21,30,51,0.7,41.2
983,Valère Germain,FW,Ligue 1,31.0,21.9,32,21,65.6,1.0,9,14,9,6,26,23.1,20,100,348,28.7,4.6,49,152,147,16,0.7,2,0,14,15,0.7,47,24,0,4,32,16,50.0,1.46,0.73,0.13,0.25,11.9,0,0,0,4.2,4.2,0.13,-0.2,-0.2,29,1.32,25,0,0,2,0,2,5,0.23,3,0,0,1,0,1,361,473,76.3,16.5,4794,801,221,270,81.9,93,122,76.2,16,27,59.3,3,2.2,0.8,17,16,14,1,28,76,57,101,158,2.6,36.1
984,Gerson,MFFW,Ligue 1,24.0,28.3,50,35,70.0,1.2,18,26,6,9,32,28.1,23,128,513,25.0,4.5,111,278,124,38,1.3,4,0,34,25,0.9,75,15,1,9,44,19,43.2,1.56,0.67,0.2,0.47,16.3,0,0,0,5.5,5.5,0.12,3.5,3.5,75,2.65,52,0,5,7,9,2,12,0.42,8,0,0,2,2,0,1182,1312,90.1,41.8,19046,3181,608,654,93.0,456,487,93.6,90,120,75.0,4,2.5,1.5,25,72,25,6,71,166,22,24,46,0.8,47.8
996,Ben Gibson,DF,Premier League,28.0,27.7,21,17,81.0,0.6,16,5,0,5,11,45.5,6,51,152,33.6,1.8,97,49,6,56,2.0,33,0,23,48,1.7,69,159,1,0,8,4,50.0,0.29,0.14,0.0,0.0,10.0,0,0,0,1.2,1.2,0.15,-1.2,-1.2,11,0.4,10,0,0,0,0,1,1,0.04,1,0,0,0,0,0,1065,1303,81.7,38.4,24894,9439,257,280,91.8,569,626,90.9,233,377,61.8,0,0.0,0.0,2,83,9,0,78,200,67,33,100,2.4,67.0
997,Niko Gießelmann,DF,Bundesliga,29.0,23.1,31,10,32.3,0.4,12,15,4,12,31,38.7,19,90,290,31.0,3.9,108,121,61,44,1.9,4,0,40,22,1.0,53,40,2,3,27,12,44.4,1.17,0.52,0.11,0.25,15.3,0,0,0,3.2,3.2,0.12,-0.2,-0.2,53,2.29,28,19,2,3,1,0,8,0.35,4,2,0,2,0,0,789,1135,69.5,34.2,15947,6588,291,351,82.9,370,493,75.1,119,253,47.0,6,1.5,4.5,28,55,22,13,99,143,33,30,63,1.4,52.4
1001,Billy Gilmour,MF,Premier League,20.0,20.6,48,22,45.8,1.1,19,24,5,15,41,36.6,26,101,495,20.4,4.9,203,235,57,23,1.1,5,0,18,33,1.6,81,32,0,0,18,3,16.7,0.87,0.15,0.0,0.0,22.3,2,0,0,1.0,1.0,0.06,-1.0,-1.0,48,2.33,21,22,1,3,0,1,1,0.05,0,1,0,0,0,0,958,1200,79.8,46.5,20591,5428,344,384,89.6,387,439,88.2,208,338,61.5,1,2.0,-1.0,25,86,17,1,93,177,12,26,38,0.6,31.6
1003,Matthias Ginter,DF,Bundesliga,27.0,26.2,45,32,71.1,1.2,28,15,2,27,42,64.3,15,88,231,38.1,3.4,122,83,26,35,1.3,11,1,24,46,1.8,91,101,1,1,31,14,45.2,1.18,0.54,0.03,0.07,13.4,1,0,0,2.1,2.1,0.07,-1.1,-1.1,43,1.64,33,2,0,5,2,1,3,0.11,2,0,0,1,0,0,1475,1752,84.2,56.3,29977,10666,491,534,91.9,780,867,90.0,193,321,60.1,0,1.6,-1.6,15,90,19,5,147,242,90,49,139,3.4,64.7
1007,Andrei Girotto,DFMF,Ligue 1,29.0,35.0,101,51,50.5,1.5,64,27,10,44,87,50.6,43,195,645,30.2,5.6,261,315,69,78,2.2,34,0,44,83,2.4,184,119,0,6,45,10,22.2,1.29,0.29,0.13,0.6,15.0,3,0,0,2.9,2.9,0.07,3.1,3.1,24,0.69,17,0,1,4,1,1,3,0.09,3,0,0,0,0,0,1398,1697,82.4,39.9,28790,8336,505,572,88.3,618,710,87.0,254,375,67.7,1,0.9,0.1,7,82,4,2,81,393,109,79,188,3.1,58.0
1008,Olivier Giroud,FW,Serie A,34.0,21.0,17,11,64.7,0.5,5,8,4,2,11,18.2,9,95,378,25.1,4.5,23,140,215,19,0.9,6,0,13,4,0.2,21,20,0,11,61,23,37.7,2.9,1.09,0.15,0.39,11.2,2,2,2,10.3,8.8,0.14,0.7,0.2,50,2.38,31,0,2,11,4,2,6,0.29,4,0,0,2,0,0,337,486,69.3,16.0,4216,655,225,299,75.3,71,117,60.7,14,21,66.7,3,2.0,1.0,21,10,11,1,23,68,98,69,167,4.7,58.7
1009,Serge Gnabry,FWDF,Bundesliga,26.0,24.3,50,34,68.0,1.4,15,21,14,21,52,40.4,31,147,401,36.7,6.0,84,164,153,30,1.2,0,0,30,26,1.1,76,2,0,14,68,26,38.2,2.8,1.07,0.21,0.54,16.1,0,0,0,8.3,8.3,0.12,5.7,5.7,106,4.37,83,2,8,6,3,4,16,0.66,12,0,2,1,1,0,1070,1354,79.0,44.0,16999,4772,577,680,84.9,405,496,81.7,71,128,55.5,5,6.7,-1.7,48,60,68,15,128,177,6,34,40,0.2,15.0
1010,Ben Godfrey,DF,Premier League,23.0,22.5,53,26,49.1,1.2,29,19,5,16,30,53.3,14,89,266,33.5,4.0,134,109,23,48,2.1,20,0,28,48,2.1,101,98,3,0,18,6,33.3,0.8,0.27,0.0,0.0,16.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,31,1.38,24,2,1,2,0,2,2,0.09,1,0,0,1,0,0,605,788,76.8,26.9,11557,3925,216,257,84.0,307,380,80.8,70,122,57.4,0,0.7,-0.7,13,43,13,7,39,161,51,36,87,2.3,58.6
1020,Maxi Gómez,FW,La Liga,24.0,21.7,10,6,60.0,0.3,4,3,3,3,6,50.0,3,52,228,22.8,2.4,17,103,108,9,0.4,1,0,8,4,0.2,14,17,0,5,42,12,28.6,1.93,0.55,0.12,0.42,17.0,5,0,0,5.2,5.2,0.12,-0.2,-0.2,51,2.35,32,0,2,2,15,0,4,0.18,1,0,1,0,2,0,265,415,63.9,12.2,4231,842,139,200,69.5,98,149,65.8,16,32,50.0,1,1.9,-0.9,18,23,14,3,29,73,88,87,175,4.1,50.3
1022,Papu Gómez,MFFW,La Liga,33.0,19.8,21,17,81.0,0.9,11,7,3,11,26,42.3,15,55,195,28.2,2.8,45,87,63,18,0.9,1,0,17,18,0.9,39,9,0,5,34,12,35.3,1.72,0.61,0.15,0.42,21.3,0,0,0,2.5,2.4,0.07,2.5,2.6,55,2.77,35,8,5,1,5,1,7,0.35,4,0,1,1,1,0,839,975,86.1,42.4,15400,3435,395,424,93.2,311,351,88.6,111,163,68.1,1,2.0,-1.0,24,74,26,11,78,116,12,27,39,0.6,30.8
1023,Sergi Gómez,DF,La Liga,29.0,30.2,32,15,46.9,0.5,27,4,1,15,26,57.7,11,71,194,36.6,2.4,127,61,6,50,1.7,25,0,25,48,1.6,80,161,3,1,7,3,42.9,0.23,0.1,0.14,0.33,11.9,0,0,0,0.9,0.9,0.13,0.1,0.1,11,0.36,11,0,0,0,0,0,2,0.07,2,0,0,0,0,0,1148,1327,86.5,38.0,24948,7747,269,292,92.1,665,693,96.0,197,309,63.8,2,0.8,1.2,3,39,0,0,35,169,47,52,99,1.6,47.5
1029,Diego González,DF,La Liga,26.0,19.9,34,15,44.1,0.8,22,9,3,12,19,63.2,7,52,188,27.7,2.6,102,74,12,30,1.5,14,1,16,37,1.9,71,99,0,0,4,1,25.0,0.2,0.05,0.0,0.0,12.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,4,0.2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,591,704,83.9,29.7,13402,3775,137,154,89.0,343,362,94.8,108,177,61.0,0,0.1,-0.1,1,22,0,0,25,135,34,34,68,1.7,50.0
1033,Nicolás González,FW,Serie A,23.0,26.2,28,20,71.4,0.8,9,12,7,9,30,30.0,21,114,369,30.9,4.4,52,156,161,30,1.1,2,0,28,33,1.3,61,3,0,7,69,20,29.0,2.63,0.76,0.06,0.2,15.6,0,3,3,9.3,7.1,0.1,-2.3,-3.1,89,3.4,54,1,4,9,19,2,14,0.53,5,0,0,1,7,1,704,940,74.9,26.9,13869,2865,285,373,76.4,295,372,79.3,113,149,75.8,6,3.8,2.2,38,45,40,12,83,120,82,66,148,3.1,55.4
1037,Anthony Gordon,MFFW,Premier League,20.0,25.4,62,36,58.1,1.4,29,23,10,22,63,34.9,41,154,596,25.8,6.1,153,275,168,58,2.3,5,0,53,36,1.4,98,8,0,4,44,19,43.2,1.73,0.75,0.09,0.21,18.5,5,0,0,3.4,3.4,0.08,0.6,0.6,73,2.88,38,14,5,2,12,2,5,0.2,1,2,0,0,2,0,503,754,66.7,19.8,8074,2353,271,340,79.7,165,220,75.0,45,132,34.1,2,3.3,-1.3,34,23,22,10,55,166,18,47,65,0.7,27.7
1041,Andoni Gorosabel,DF,La Liga,24.0,25.4,49,29,59.2,1.1,35,10,4,23,45,51.1,22,93,292,31.8,3.7,135,107,50,37,1.5,3,0,34,25,1.0,74,58,0,0,11,0,0.0,0.43,0.0,0.0,0.0,20.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,46,1.81,39,3,1,2,1,0,4,0.16,4,0,0,0,0,0,1224,1465,83.5,48.2,19747,7708,655,705,92.9,471,558,84.4,78,151,51.7,4,2.8,1.2,23,66,25,7,87,208,36,37,73,1.4,49.3
1045,Amine Gouiri,FWMF,Ligue 1,21.0,30.6,29,15,51.7,0.5,2,20,7,5,19,26.3,14,124,430,28.8,4.1,43,196,191,30,1.0,5,1,25,11,0.4,40,13,0,10,70,32,45.7,2.29,1.05,0.1,0.22,17.7,2,3,5,12.3,8.5,0.12,-2.3,-1.5,122,3.99,69,22,15,8,7,1,14,0.46,13,0,0,0,1,0,816,1049,77.8,26.7,13579,3125,434,508,85.4,263,316,83.2,93,157,59.2,9,6.8,2.2,53,58,40,7,75,146,17,28,45,0.6,37.8
1046,Jeffrey Gouweleeuw,DF,Bundesliga,30.0,28.6,58,40,69.0,1.4,37,20,1,16,32,50.0,16,111,296,37.5,3.9,188,96,12,52,1.8,19,0,33,76,2.7,134,146,0,2,11,4,36.4,0.38,0.14,0.09,0.25,21.2,1,1,1,1.8,1.1,0.1,0.2,-0.1,24,0.84,20,2,0,1,0,1,1,0.03,1,0,0,0,0,0,868,1182,73.4,30.3,21279,8567,207,250,82.8,422,497,84.9,232,412,56.3,0,1.2,-1.2,8,85,17,2,76,307,59,48,107,2.1,55.1
