,Name,Pos,League,Age,90s,TklAtt,TklWon,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Press,Succ,Pres%,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,ShotBlocked,ShSv,Pass,Int,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersWon%,Tkl_Percentage%,TklWon/90,Succ/90,Blocks/90,Int/90,PassCmp/90,HeadersWon/90,HeadersAtt
731,Alfred Duncan,MF,Serie A,28.0,21.5,35,23,14,13,8,11,35,31.4,24,355,115,32.4,84,166,105,25,4,0,21,23,58,10,0,2,11,3,27.3,0.51,0.14,0.18,0.67,18.7,0,0,0,1.3,1.3,0.12,0.7,0.7,48,2.24,39,1,1,1,1,5,5,0.23,5,0,0,0,0,0,751,950,79.1,16000,4156,271,315,86.0,323,400,80.8,146,192,76.0,2,1.8,0.2,25,92,29,6,104,143,15,18,45.5,65.7,1.1,5.3,1.2,1.1,34.9,0.7,33
732,Lewis Dunk,DF,Premier League,29.0,28.6,20,11,9,10,1,6,13,46.2,7,125,48,38.4,74,41,10,42,27,0,15,46,66,119,3,1,19,7,36.8,0.66,0.24,0.05,0.14,10.0,0,0,0,1.2,1.2,0.06,-0.2,-0.2,15,0.52,11,1,0,3,0,0,2,0.07,1,1,0,0,0,0,1676,1881,89.1,39331,10816,370,399,92.7,916,964,95.0,374,490,76.3,0,0.2,-0.2,2,85,2,1,54,257,91,44,67.4,55.0,0.4,1.7,1.5,1.6,58.6,3.2,135
733,Erik Durm,DF,Bundesliga,29.0,5.3,15,6,6,6,3,11,20,55.0,9,71,25,35.2,19,37,15,7,1,0,6,11,26,12,0,0,1,0,0.0,0.19,0.0,0.0,0.0,35.0,0,0,0,0.0,0.0,0.01,0.0,0.0,6,1.14,6,0,0,0,0,0,2,0.38,2,0,0,0,0,0,190,274,69.3,3818,1558,65,74,87.8,97,129,75.2,25,60,41.7,1,0.6,0.4,3,16,5,0,22,42,4,10,28.6,40.0,1.1,4.7,1.3,2.1,35.8,0.8,14
734,Hugo Duro,FWMF,La Liga,21.0,20.4,31,20,12,15,4,11,40,27.5,29,524,140,26.7,104,228,192,30,2,0,28,8,39,13,1,7,31,15,48.4,1.52,0.74,0.23,0.47,11.4,0,0,0,3.8,3.8,0.12,3.2,3.2,32,1.57,21,0,3,1,6,1,7,0.34,2,0,1,1,2,1,282,391,72.1,3889,883,163,206,79.1,91,125,72.8,11,27,40.7,1,0.9,0.1,14,10,3,0,19,112,48,86,35.8,64.5,1.0,6.9,1.5,0.4,13.8,2.4,134
735,Hugo Duro,DFMF,La Liga,21.0,0.1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,50.0,15.0,7.5,0.0,0.0,16.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,4,75.0,35,0,2,2,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,1,1,50.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,2
736,Jean-Kevin Duverne,DF,Ligue 1,24.0,33.4,75,44,47,23,5,36,88,40.9,52,549,175,31.9,285,200,64,63,8,1,55,77,152,92,1,1,14,3,21.4,0.42,0.09,0.07,0.33,15.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,47,1.41,40,3,3,0,1,0,6,0.18,6,0,0,0,0,0,1351,1791,75.4,26201,12194,580,668,86.8,546,690,79.1,202,364,55.5,3,2.9,0.1,27,141,30,17,150,272,43,35,55.1,58.7,1.3,5.2,1.9,2.3,40.4,1.3,78
737,Paulo Dybala,FWMF,Serie A,27.0,22.9,26,15,6,10,10,5,33,15.2,28,331,91,27.5,73,133,125,24,0,0,24,19,45,3,0,10,98,37,37.8,4.28,1.62,0.09,0.24,21.9,11,1,2,8.1,6.6,0.07,1.9,2.4,95,4.15,64,11,6,3,8,3,12,0.52,10,2,0,0,0,0,916,1130,81.1,17304,3637,424,498,85.1,343,399,86.0,134,194,69.1,5,3.7,1.3,38,70,32,7,99,146,4,25,13.8,57.7,0.7,4.0,1.0,0.8,40.0,0.2,29
738,Edin Džeko,FW,Serie A,35.0,27.4,23,18,8,8,7,10,24,41.7,14,291,89,30.6,33,137,121,24,7,0,17,8,31,29,0,13,87,35,40.2,3.17,1.28,0.15,0.37,10.6,0,0,0,13.2,13.2,0.15,-0.2,-0.2,89,3.24,72,0,6,6,5,0,15,0.55,12,0,0,2,1,0,577,814,70.9,10233,2485,284,379,74.9,193,252,76.6,76,112,67.9,6,4.5,1.5,38,47,39,8,83,107,95,80,54.3,78.3,0.7,3.2,0.9,0.3,21.1,3.5,175
739,Enzo Ebosse,DF,Ligue 1,22.0,21.0,33,14,23,8,2,12,26,46.2,14,233,69,29.6,112,95,26,26,8,0,18,41,74,43,0,0,4,0,0.0,0.19,0.0,0.0,0.0,22.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,24,1.14,17,1,1,0,5,0,0,0.0,0,0,0,0,0,0,916,1080,84.8,18048,6811,333,364,91.5,455,512,88.9,115,174,66.1,0,0.6,-0.6,11,45,5,3,52,162,25,26,49.0,42.4,0.7,3.3,1.2,2.0,43.6,1.2,51
740,Tyronne Ebuehi,DF,Serie A,25.0,12.6,24,15,15,5,4,8,16,50.0,8,178,46,25.8,77,71,30,29,3,0,26,23,47,29,0,0,8,1,12.5,0.63,0.08,0.0,0.0,16.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,16,1.27,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,397,508,78.1,7199,2510,176,202,87.1,174,206,84.5,43,70,61.4,0,0.5,-0.5,6,16,10,5,28,82,16,18,47.1,62.5,1.2,3.7,2.3,1.8,31.5,1.3,34
741,Éderson,MF,Serie A,22.0,12.7,39,23,18,14,7,11,22,50.0,11,247,71,28.7,88,106,53,13,4,0,9,24,63,17,0,2,22,8,36.4,1.73,0.63,0.09,0.25,19.0,0,0,0,1.7,1.7,0.08,0.3,0.3,28,2.2,18,0,0,1,7,2,2,0.16,1,0,0,0,1,0,303,371,81.7,5295,1175,141,173,81.5,124,139,89.2,31,41,75.6,1,0.9,0.1,9,24,6,0,27,93,12,21,36.4,59.0,1.8,5.6,1.0,1.9,23.9,0.9,33
742,Odsonne Édouard,FW,Premier League,23.0,17.4,17,13,2,7,8,2,19,10.5,17,352,105,29.8,45,146,161,24,5,0,19,11,28,16,0,6,38,17,44.7,2.19,0.98,0.13,0.29,12.7,0,1,1,6.9,6.1,0.16,-0.9,-1.1,39,2.24,26,0,4,5,0,4,3,0.17,2,0,0,1,0,0,315,435,72.4,4447,915,206,260,79.2,89,122,73.0,14,21,66.7,3,2.3,0.7,19,20,13,1,36,86,46,64,41.8,76.5,0.7,6.0,1.4,0.6,18.1,2.6,110
743,CJ Egan-Riley,DF,Premier League,18.0,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,100.0,32,30,0,0,0.0,0,0,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,100.0,inf,,,,inf,,0
744,Maximilian Eggestein,MF,Bundesliga,24.0,24.4,50,29,21,23,6,20,46,43.5,26,434,134,30.9,151,200,83,52,14,0,38,34,84,36,1,1,24,6,25.0,0.98,0.25,0.04,0.17,20.5,0,0,0,1.2,1.2,0.05,-0.2,-0.2,49,2.01,41,2,0,2,2,2,6,0.25,5,0,0,0,1,0,707,933,75.8,11958,3571,348,415,83.9,273,344,79.4,68,116,58.6,2,1.6,0.4,22,92,21,4,91,274,66,59,52.8,58.0,1.2,5.5,2.1,1.4,29.0,2.7,125
745,Lilian Egloff,FWMF,Bundesliga,18.0,0.3,1,1,0,1,0,0,0,0.0,0,14,2,14.3,0,6,8,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,9,66.7,68,24,3,3,100.0,2,3,66.7,0,1,0.0,0,0.2,-0.2,1,0,0,0,1,1,1,2,33.3,100.0,3.3,6.7,0.0,0.0,20.0,3.3,3
746,Kingsley Ehizibue,DF,Bundesliga,26.0,7.6,27,14,22,5,0,10,20,50.0,10,159,56,35.2,84,51,24,21,5,0,16,17,44,21,0,0,6,0,0.0,0.79,0.0,0.0,0.0,23.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,12,1.59,12,0,0,0,0,0,2,0.26,2,0,0,0,0,0,255,370,68.9,5138,2362,89,113,78.8,123,152,80.9,38,85,44.7,1,0.9,0.1,9,17,10,7,28,76,16,6,72.7,51.9,1.8,7.4,2.8,2.2,33.6,2.1,22
747,Julian Eitschberger,DF,Bundesliga,17.0,0.5,0,0,0,0,0,0,0,0.0,0,5,4,80.0,4,0,1,3,1,0,2,1,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,31,71.0,307,124,14,17,82.4,4,7,57.1,2,3,66.7,0,0.0,0.0,0,1,0,0,0,9,1,0,100.0,0.0,0.0,8.0,6.0,2.0,44.0,2.0,1
748,Albin Ekdal,MF,Serie A,32.0,18.2,45,27,16,23,6,20,50,40.0,30,350,108,30.9,139,162,49,39,7,0,32,40,85,30,0,1,14,2,14.3,0.77,0.11,0.07,0.5,13.8,0,0,0,0.7,0.7,0.05,0.3,0.3,17,0.93,14,0,0,1,2,0,0,0.0,0,0,0,0,0,0,583,721,80.9,10301,2624,273,311,87.8,235,288,81.6,65,97,67.0,0,0.4,-0.4,6,45,7,0,69,194,28,19,59.6,60.0,1.5,5.9,2.1,2.2,32.0,1.5,47
749,Hugo Ekitike,FW,Ligue 1,19.0,14.1,17,13,12,3,2,2,6,33.3,4,255,59,23.1,42,112,101,14,2,0,12,15,32,14,0,10,29,16,55.2,2.05,1.13,0.31,0.56,14.7,0,1,2,6.4,4.7,0.17,3.6,4.3,38,2.69,22,1,9,3,3,0,9,0.64,4,0,2,2,1,0,288,405,71.1,3868,549,189,246,76.8,73,98,74.5,12,23,52.2,3,1.9,1.1,15,8,9,2,16,73,31,38,44.9,76.5,0.9,4.2,1.0,1.1,20.4,2.2,69
750,Jurgen Ekkelenkamp,MFFW,Bundesliga,21.0,8.0,9,5,3,6,0,3,7,42.9,4,123,31,25.2,22,61,40,13,3,0,10,9,18,4,0,3,14,4,28.6,1.75,0.5,0.21,0.75,13.9,0,0,0,1.9,1.9,0.14,1.1,1.1,15,1.88,12,0,0,1,1,1,0,0.0,0,0,0,0,0,0,162,240,67.5,2298,613,92,113,81.4,51,70,72.9,8,25,32.0,0,0.8,-0.8,8,10,3,0,16,58,9,22,29.0,55.6,0.6,3.9,1.6,1.1,20.2,1.1,31
751,Caleb Ekuban,FWMF,Serie A,27.0,19.1,25,14,5,15,5,6,19,31.6,13,317,107,33.8,30,161,126,35,7,0,28,9,34,9,0,1,39,7,17.9,2.05,0.37,0.03,0.14,13.9,0,0,0,3.8,3.8,0.1,-2.8,-2.8,32,1.68,24,0,3,4,1,0,3,0.16,2,0,1,0,0,0,302,434,69.6,4217,900,195,241,80.9,84,126,66.7,13,23,56.5,2,2.4,-0.4,16,14,10,1,27,94,40,64,38.5,56.0,0.7,5.6,1.8,0.5,15.8,2.1,104
752,Anthony Elanga,FW,Premier League,19.0,13.5,25,17,12,10,3,8,26,30.8,18,289,80,27.7,93,124,72,24,2,0,22,19,44,6,0,2,21,7,33.3,1.56,0.52,0.1,0.29,15.4,0,0,0,3.0,3.0,0.14,-1.0,-1.0,18,1.33,9,0,3,0,4,2,5,0.37,2,0,1,0,1,1,346,441,78.5,4650,1054,224,256,87.5,89,117,76.1,17,29,58.6,2,1.8,0.2,8,13,5,3,15,67,27,25,51.9,68.0,1.3,5.9,1.8,1.4,25.6,2.0,52
753,Alberth Elis,FWMF,Ligue 1,25.0,15.7,22,15,6,9,7,7,21,33.3,14,291,86,29.6,60,122,109,17,0,0,17,15,37,7,0,9,30,12,40.0,1.92,0.77,0.3,0.75,13.8,0,0,1,6.6,5.8,0.19,2.4,3.2,35,2.24,27,0,1,1,5,1,2,0.13,2,0,0,0,0,0,200,322,62.1,3029,992,110,160,68.8,65,95,68.4,15,26,57.7,1,1.5,-0.5,17,20,10,4,24,64,28,48,36.8,68.2,1.0,5.5,1.1,1.0,12.7,1.8,76
754,Harvey Elliott,MF,Premier League,18.0,3.8,3,1,1,0,2,1,7,14.3,6,94,21,22.3,21,50,23,9,1,0,8,3,6,4,0,0,10,1,10.0,2.6,0.26,0.0,0.0,17.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,21,5.46,14,1,1,3,2,0,1,0.26,1,0,0,0,0,0,210,249,84.3,3611,958,107,119,89.9,83,95,87.4,19,25,76.0,0,0.5,-0.5,8,24,9,2,34,45,1,4,20.0,33.3,0.3,5.5,2.4,0.8,55.3,0.3,5
755,Elif Elmas,FWMF,Serie A,21.0,18.0,20,12,7,7,6,11,27,40.7,16,275,74,26.9,48,129,98,19,2,0,17,15,35,15,0,3,32,12,37.5,1.78,0.67,0.09,0.25,17.5,0,0,0,2.4,2.4,0.08,0.6,0.6,50,2.78,37,2,4,1,3,3,9,0.5,6,1,0,0,1,1,715,824,86.8,10247,2081,442,488,90.6,213,236,90.3,37,59,62.7,4,2.0,2.0,21,45,20,2,36,87,8,25,24.2,60.0,0.7,4.1,1.1,0.8,39.7,0.4,33
756,Mohamed Elneny,MF,Premier League,29.0,9.0,17,9,10,6,1,3,7,42.9,4,108,38,35.2,49,50,9,9,1,0,8,18,35,12,0,0,8,2,25.0,0.89,0.22,0.0,0.0,25.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,13,1.45,13,0,0,0,0,0,2,0.22,2,0,0,0,0,0,518,554,93.5,9189,2002,230,244,94.3,226,232,97.4,53,60,88.3,2,0.6,1.4,9,53,2,0,24,94,11,11,50.0,52.9,1.0,4.2,1.0,2.0,57.6,1.2,22
757,Aritz Elustondo,DF,La Liga,27.0,23.4,26,16,20,6,0,6,14,42.9,8,168,62,36.9,88,65,15,32,14,0,18,50,76,103,0,4,16,7,43.8,0.68,0.3,0.25,0.57,12.8,0,0,0,2.1,2.1,0.13,1.9,1.9,10,0.43,7,0,0,1,1,1,1,0.04,1,0,0,0,0,0,991,1164,85.1,21437,6878,286,323,88.5,501,561,89.3,193,258,74.8,1,0.2,0.8,2,58,3,0,72,234,80,29,73.4,61.5,0.7,2.6,1.4,2.1,42.4,3.4,109
758,Nico Elvedi,DF,Bundesliga,24.0,27.0,46,24,31,15,0,19,36,52.8,17,197,76,38.6,110,81,6,52,24,1,28,59,105,110,0,1,14,1,7.1,0.52,0.04,0.07,1.0,9.0,0,0,0,1.5,1.5,0.11,-0.5,-0.5,10,0.37,6,2,0,1,0,1,0,0.0,0,0,0,0,0,0,1587,1703,93.2,33801,8608,429,470,91.3,875,915,95.6,274,296,92.6,0,0.1,-0.1,3,40,0,0,51,273,91,50,64.5,52.2,0.9,2.8,1.9,2.2,58.8,3.4,141
759,Sepe Elye Wahi,FW,Ligue 1,18.0,19.8,23,14,9,8,6,3,17,17.6,14,312,87,27.9,55,114,143,18,1,0,17,6,29,3,0,10,43,20,46.5,2.17,1.01,0.23,0.5,12.6,0,0,0,7.9,7.9,0.18,2.1,2.1,27,1.36,16,0,2,0,7,2,6,0.3,4,0,0,0,1,1,168,252,66.7,2133,445,106,139,76.3,42,67,62.7,5,16,31.3,1,0.9,0.1,12,8,4,1,9,61,14,56,20.0,60.9,0.7,4.4,0.9,0.3,8.5,0.7,70
760,Mohamed Elyounoussi,MFFW,Premier League,26.0,22.7,46,33,14,24,8,10,31,32.3,21,499,156,31.3,144,235,120,37,4,0,33,19,65,24,0,4,43,17,39.5,1.9,0.75,0.09,0.24,13.7,0,0,0,6.0,6.0,0.15,-2.0,-2.0,52,2.29,41,0,2,5,3,1,5,0.22,3,0,0,2,0,0,451,639,70.6,6805,1620,273,334,81.7,142,198,71.7,26,63,41.3,2,2.5,-0.5,29,38,21,2,49,167,35,61,36.5,71.7,1.5,6.9,1.6,0.8,19.9,1.5,96
761,Adri Embarba,FWMF,La Liga,29.0,22.1,42,25,21,12,9,14,47,29.8,33,349,87,24.9,101,154,94,42,3,0,39,29,71,27,0,0,49,16,32.7,2.22,0.73,0.0,0.0,22.9,15,0,0,3.1,3.1,0.06,-3.1,-3.1,81,3.67,38,23,8,4,5,3,6,0.27,2,3,0,1,0,0,491,794,61.8,8450,2659,252,311,81.0,155,238,65.1,63,187,33.7,2,2.5,-0.5,36,23,23,12,36,156,20,33,37.7,59.5,1.1,3.9,1.9,1.3,22.2,0.9,53
762,Breel Embolo,FWMF,Bundesliga,24.0,24.1,29,21,2,17,10,8,16,50.0,8,392,127,32.4,21,184,187,17,4,0,13,11,40,7,0,9,48,23,47.9,1.99,0.96,0.19,0.39,13.5,0,0,0,8.8,8.8,0.18,0.2,0.2,79,3.28,54,0,2,4,15,4,9,0.37,6,0,0,1,2,0,430,587,73.3,6210,1483,263,333,79.0,114,159,71.7,32,48,66.7,3,4.7,-1.7,32,31,24,2,57,110,44,94,31.9,72.4,0.9,5.3,0.7,0.5,17.8,1.8,138
763,Emerson,DF,Premier League,22.0,25.4,86,39,56,24,6,28,60,46.7,32,500,126,25.2,245,177,78,56,4,0,52,35,121,79,0,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5,49,1.93,40,0,4,2,1,2,4,0.16,4,0,0,0,0,0,1178,1441,81.7,19183,5304,637,709,89.8,436,516,84.5,89,147,60.5,1,2.1,-1.1,26,37,27,10,81,211,41,42,49.4,45.3,1.5,5.0,2.2,1.4,46.4,1.6,83
764,Emerson,DF,La Liga,22.0,1.0,4,3,2,2,0,2,4,50.0,2,26,6,23.1,11,11,4,1,0,0,1,2,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,58,69,84.1,1007,181,28,29,96.6,25,28,89.3,4,7,57.1,0,0.0,0.0,0,0,3,1,5,5,0,1,0.0,75.0,3.0,6.0,1.0,2.0,58.0,0.0,1
765,Renaud Emond,MFFW,Ligue 1,29.0,2.1,3,2,0,2,1,0,4,0.0,4,35,7,20.0,5,14,16,4,1,1,3,2,5,2,0,0,1,0,0.0,0.47,0.0,0.0,0.0,54.0,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0.47,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,23,33,69.7,339,54,12,15,80.0,7,10,70.0,2,4,50.0,0,0.0,0.0,0,2,0,0,2,6,4,13,23.5,66.7,1.0,3.3,1.9,1.0,11.0,1.9,17
766,Youssef En-Nesyri,FW,La Liga,24.0,14.2,9,5,4,3,2,3,12,25.0,9,226,51,22.6,15,109,102,13,5,0,8,5,14,18,0,5,36,12,33.3,2.54,0.85,0.11,0.33,11.6,0,1,1,5.8,5.1,0.14,-0.8,-1.1,12,0.85,9,0,1,1,1,0,4,0.28,2,0,1,0,1,0,126,183,68.9,1947,330,61,81,75.3,41,60,68.3,12,22,54.5,1,1.3,-0.3,6,9,2,0,11,38,46,57,44.7,55.6,0.4,3.6,0.9,0.4,8.9,3.2,103
767,Keita Endo,MFFW,Bundesliga,23.0,0.6,2,0,2,0,0,1,2,50.0,1,10,2,20.0,4,4,2,1,0,0,1,0,2,0,0,0,2,1,50.0,3.27,1.64,0.0,0.0,17.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,3.27,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,18,27,66.7,289,51,9,12,75.0,5,9,55.6,2,2,100.0,0,0.0,0.0,0,1,0,0,2,6,1,2,33.3,0.0,0.0,3.3,1.7,0.0,30.0,1.7,3
768,Wataru Endo,MF,Bundesliga,28.0,32.2,74,42,35,34,5,23,64,35.9,41,667,221,33.1,255,312,100,67,14,0,53,59,133,60,0,4,46,16,34.8,1.43,0.5,0.09,0.25,15.0,0,0,0,5.8,5.5,0.12,-1.8,-1.5,55,1.71,43,0,3,4,3,2,2,0.06,2,0,0,0,0,0,1282,1564,82.0,23393,6220,563,663,84.9,538,622,86.5,159,225,70.7,2,1.4,0.6,19,127,15,2,139,357,93,52,64.1,56.8,1.3,6.9,2.1,1.8,39.8,2.9,145
769,Christian Eriksen,MF,Premier League,29.0,10.4,18,10,7,8,3,9,13,69.2,4,150,32,21.3,38,86,26,13,1,0,12,10,28,11,0,1,22,8,36.4,2.11,0.77,0.05,0.13,23.2,5,0,0,1.4,1.4,0.07,-0.4,-0.4,53,5.08,26,24,0,1,2,0,7,0.67,3,3,0,0,1,0,472,634,74.4,10893,3905,160,185,86.5,171,209,81.8,134,220,60.9,4,3.6,0.4,32,75,18,8,65,85,6,9,40.0,55.6,1.0,3.1,1.2,1.0,45.4,0.6,15
770,Martin Erlic,DF,Serie A,23.0,28.6,33,22,22,8,3,12,23,52.2,11,291,98,33.7,185,95,11,74,46,1,28,63,96,128,0,2,15,3,20.0,0.52,0.1,0.13,0.67,9.4,0,0,0,2.1,2.1,0.14,-0.1,-0.1,9,0.31,6,0,0,0,2,1,2,0.07,0,0,0,0,1,1,855,1048,81.6,19793,5509,206,242,85.1,450,502,89.6,188,285,66.0,0,0.4,-0.4,5,37,1,0,25,225,71,50,58.7,66.7,0.8,3.4,2.6,2.2,29.9,2.5,121
771,Gonzalo Escalante,MF,La Liga,28.0,14.4,30,16,11,18,1,11,36,30.6,25,272,77,28.3,81,155,36,34,3,0,31,33,63,27,0,5,17,9,52.9,1.18,0.62,0.29,0.56,11.4,0,0,0,2.9,2.9,0.17,2.1,2.1,17,1.18,12,0,0,3,2,0,3,0.21,1,0,0,1,1,0,278,403,69.0,4898,1427,136,178,76.4,106,144,73.6,30,62,48.4,0,0.1,-0.1,6,33,4,0,40,154,40,28,58.8,53.3,1.1,5.3,2.4,2.3,19.3,2.8,68
772,Gonzalo Escalante,MF,Serie A,28.0,0.1,1,0,1,0,0,1,1,100.0,0,3,0,0.0,3,0,0,2,1,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,5,80.0,72,10,1,1,100.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0
773,Sergio Escudero,DFMF,La Liga,31.0,15.9,47,23,23,19,5,20,46,43.5,26,235,75,31.9,107,95,33,36,4,0,32,33,80,45,0,2,21,3,14.3,1.32,0.19,0.1,0.67,26.5,4,0,0,1.5,1.5,0.07,0.5,0.5,37,2.32,24,3,1,6,3,0,4,0.25,3,0,1,0,0,0,524,721,72.7,10338,4511,213,248,85.9,228,289,78.9,73,157,46.5,1,1.1,-0.1,10,35,13,4,46,164,39,35,52.7,48.9,1.4,4.7,2.3,2.1,33.0,2.5,74
774,Alfonso Espino,DF,La Liga,29.0,37.0,113,78,61,39,13,43,116,37.1,73,725,223,30.8,364,264,97,84,12,0,72,91,204,86,2,2,27,8,29.6,0.73,0.22,0.07,0.25,20.3,0,0,0,1.6,1.4,0.05,0.4,0.6,72,1.95,52,10,2,2,1,5,4,0.11,3,0,0,0,0,1,1124,1778,63.2,22133,10055,472,567,83.2,447,627,71.3,180,472,38.1,2,3.9,-1.9,40,90,35,22,100,403,55,67,45.1,69.0,2.1,6.0,2.3,2.5,30.4,1.5,122
775,Estanis,FW,La Liga,17.0,0.1,1,1,0,1,0,1,1,100.0,0,6,3,50.0,2,4,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,100.0,10.0,30.0,0.0,10.0,0.0,0.0,2
776,Maxime Estève,DF,Ligue 1,19.0,20.6,34,19,25,8,1,14,27,51.9,13,246,83,33.7,144,97,5,35,24,1,11,44,78,80,1,0,5,1,20.0,0.24,0.05,0.0,0.0,7.0,0,0,0,0.9,0.9,0.17,-0.9,-0.9,5,0.24,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0,700,814,86.0,14925,3541,187,208,89.9,382,418,91.4,120,166,72.3,0,0.0,0.0,1,26,1,0,29,147,36,30,54.5,55.9,0.9,4.0,1.7,2.1,34.0,1.7,66
777,Pervis Estupiñán,DF,La Liga,23.0,17.5,38,20,22,11,5,18,29,62.1,11,231,83,35.9,122,72,37,37,6,0,31,48,86,24,3,0,14,4,28.6,0.8,0.23,0.0,0.0,19.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,25,1.43,20,3,0,2,0,0,3,0.17,3,0,0,0,0,0,836,1057,79.1,14329,5056,393,442,88.9,359,440,81.6,71,124,57.3,1,1.9,-0.9,13,36,32,15,78,163,29,24,54.7,52.6,1.1,4.7,2.1,2.7,47.8,1.7,53
778,Oghenekaro Etebo,MF,Premier League,25.0,4.5,12,10,5,7,0,4,7,57.1,3,65,22,33.8,29,32,4,5,1,0,4,8,20,6,0,0,3,0,0.0,0.67,0.0,0.0,0.0,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,4,0.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,141,157,89.8,3290,732,33,36,91.7,78,84,92.9,30,36,83.3,0,0.1,-0.1,2,11,3,1,12,35,2,2,50.0,83.3,2.2,4.9,1.1,1.8,31.3,0.4,4
779,Jonny Evans,DF,Premier League,33.0,15.0,27,18,18,7,2,16,28,57.1,12,123,49,39.8,77,41,5,22,13,0,9,31,58,61,0,1,3,2,66.7,0.2,0.13,0.33,0.5,5.7,0,0,0,0.7,0.7,0.25,0.3,0.3,8,0.53,7,1,0,0,0,0,2,0.13,1,1,0,0,0,0,812,976,83.2,17881,5664,191,217,88.0,489,531,92.1,128,220,58.2,1,0.6,0.4,3,59,4,1,44,180,53,18,74.6,66.7,1.2,3.3,1.5,2.1,54.1,3.5,71
